Дата,Текст,Просмотры
2025-06-30 14:33:06,"Junior маркетолог  Компания: Core.xp З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Ключевые задачи: - Разработка стратегии email, SMS, WhatsApp, Telegram-рассылок - Написание текстов, подбор визуального контента, анализ метрик (OR, CTR, CR). - Работа с классифайдами (досками объявлений): размещение и обновление объявлений (Авито, Циан, Яндекс Недвижимость, Prian и др.); тестирование форматов, настройка коллтрекинга, анализ входящих лидов - Создание текстового, фото- и видеоконтента (с использованием ИИ или вручную) - Разработка прототипов (Figma/Webflow/Tilda). - Самостоятельное создание и верстка страниц на Tilda и наполнения контентом (тексты, фото, видео) - Интеграция лид-форм и квизов, посадочных страниц с Calltouch, Roistat, CRM самостоятельно или с привлечением IT - специалиста - Сбор данных, анализ эффективности, формирование рекомендаций - Подготовка еженедельной и ежемесячной отчетности  Каким мы видим подходящего кандидата: - Базовые знания маркетинговых метрик и инструментов, опыт стажировки или работы от 6 месяцев - Коммуникационные навыки и умение работать с разными командами - Готовность к работе в режиме многозадачности и соблюдению дедлайнов - Внимательность к деталям, грамотность и аккуратность в работе с данными - Креативное мышление и поиск нестандартных решений  Что мы предлагаем: - Полная занятость 5\2: на исп. срок (3 месяца) работа в офисе, после исп. срока предлагаем гибридный график работы (1-2 дня удаленно) - Комфортный офис в 2 минутах пешком от м. Москва-Сити (БЦ ""ОКО"")  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2313
2025-06-30 11:03:06,"Junior рекрутер  Компания: Цифровые привычки З/П: от 70 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Поиск специалистов с использованием пассивного (публикация вакансий, работа с входящими откликами, базой) и активного поиска; - Организация и проведение собеседований с заказчиком, а также получение последующей обратной связи, выставление оффера; - Анализ эффективности того или иного канала привлечения кандидатов; - Проведение предварительной оценки hard и soft скиллов кандидатов; - Обеспечивать качественное и своевременное закрытие ВК вакансий.  Мы ожидаем: - Опыт работы в аналогичной должности не менее 1 года в IT; - Опыт работы в кадровом агентстве; - Понимание специфики IT-рынка: география поиска, уровень квалификации, соответствие резюме и профиля кандидата основным требованиям заказчика; - Умение использовать поисковые инструменты и находить необходимые данные кандидатов; - Ответственность, внимательность к деталям, нацеленность на результат; - Грамотная речь, высокий уровень эмпатии, навык деловой переписки.  В ответ мы предлагаем: - Полный рабочий день с возможностью удалённой работы (выбери, как тебе удобнее); - Гибкое начало рабочего дня; - Оформление по договору ГПХ / ИП / СЗ;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2400
2025-06-30 09:01:06,"💲Каналы с Junior IT вакансиями и стажировками  Подписывайся и забирай свой оффер⚡   1. IT вакансии по СНГ 2. IT стажировки по СНГ 3. IT стажировки в топовых компаниях мира 4. Удалённые IT вакансии и стажировки 5. Python вакансии и стажировки 6. БИГТЕХ вакансии и стажировки 7. Design вакансии и стажировки 8. QA вакансии и стажировки 9. Junior вакансии и стажировки 10. Frontend вакансии и вопросы собесов 11. Вакансии и стажировки для аналитиков 12. Вакансии в русских стартапах за границей 13. Вакансии и стажировки для DevOps 14. Вакансии, которых нет на ХХ.РУ",2473
2025-06-30 07:03:01,"Хотите влиять на цифровые сервисы, которыми пользуются миллионы? В совместной магистратуре «Управление продуктом в ИТ-бизнесе» от Авито и НИУ ВШЭ вы будете развиваться в продакт-менеджменте и решать реальные бизнес-задачи с возможностью учиться у лучших практиков за счет Авито.   Что вас ждет на программе: — перспектива учиться бесплатно — 30 из 42 мест оплачивает Авито; — диплом ведущего вуза — НИУ ВШЭ; — актуальные навыки развития цифровых продуктов — от запуска до масштабирования, чтобы стать востребованным продактом; — возможность попасть на Avito Product Bootcamp — программу, которая проходит в одной из продуктовых команд Авито. Вы будете решать бизнес-задачи, опираясь на знания, полученные на учёбе.  Магистратура подойдет как новичкам, так и опытным специалистам — подавайте заявку уже сейчас: https://u.to/vF1MIg",2554
2025-06-27 16:40:01,"Junior Разработчик n8n для съёмки обучающих уроков и поддержки учеников  Компания: NDA З/П: не указана Формат работы: Удалённо Источник вакансии: Vseti  Ищем разработчика n8n для съёмки обучающих уроков и поддержки учеников В образовательный проект по автоматизации и нейросетям требуется разработчик, уверенно работающий с n8n.  Задачи: – Запись 4–6 видеоуроков в месяц (автоматизации, AI-боты, интеграции) – Пояснение логики сценариев, работа с API, вебхуками, GPT – Поддержка учеников: ответы на вопросы в чате, разбор типичных ошибок  Требования: – Опыт работы с n8n от 6 месяцев – Понимание low-code логики, API, JSON, кастомные функции (JS) – Умение объяснять просто и по делу  Формат: – Удалённо, гибкий график – Коммуникация через Telegram – Оплата по урокам + бонус за поддержку Подходит для тех, кто ищет подработку, хочет монетизировать свой опыт и развиваться в EdTech.  Ссылка на анкету для отклика — ниже   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2761
2025-06-27 13:33:06,"Junior дизайнер  Компания: Аренадата Софтвер З/П: до 50 000₽ Формат работы: Удалённо Источник вакансии: HH  Что делать: - систематизировать и оптимизировать существующие компоненты дизайн-системы: подписывать слои, создавать варианты, настраивать стили. - разбирать вместе с ведущим дизайнером технический бэклог: дорисовывать недостающие состояния и варианты компонентов. - помогать ведущему дизайнеру актуализировать и приводить в порядок все реализованные макеты продукта, включая страницы и сценарии. - совместно с ведущим дизайнером разрабатывать макеты для ключевых компонентов и страниц продукта.  Мы ждём, что вы: - уверенно владеете Figma, включая создание компонентов и вариантов для дизайн-системы с правильным использованием англоязычных неймингов. - понимаете принципы работы с UI KIT и стилями в Figma. Опыт работы с дизайн-системами будет преимуществом, но мы также рассматриваем кандидатов, готовых быстро освоить эту область. - внимательны к деталям и аккуратны при выполнении повторяющихся задач. - готовы выполнять рутинные задачи.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2662
2025-06-27 10:03:11,"Junior аналитик  Компания: Novo BI З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Вам предстоит: - Сбор, систематизация, анализ, обеспечение полноты и непротиворечивости требований к техническому решению; - Разработка ТЗ и детальных спецификаций требований; - Декомпозиция и постановка задач разработчикам; - Контроль реализации функционала и его соответствия поставленным требованиям; - Ведение и актуализация документации (руководство пользователя и администратора, презентации по новому функционалу); - Участие в приемке реализованного функционала; - Подготовка и поддержка в актуальном состоянии проектной документации; - Участие в ежедневных митингах и демо.  Наши ожидания: - Высшее образование; - Опыт работы аналитиком на проектах, связанных с разработкой от 1-го года; - Знание основных подходов к формализации требований (Use Case, User Story); - Знание основных нотаций моделирования – UML, BPMN, ER-диаграммы; - Понимание жизненного цикла продукта, процессов разработки, тестирования; - Опыт работы по гибким методологиям разработки (Agile); - Навыки декомпозиции сложных процессов.  Будет плюсом: - Умение систематизировать и анализировать большой объем информации; - Опыт написания документации по регламентам (ГОСТ, внутренние правила компании); - Базовое понимание SQL, REST API;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2452
2025-06-27 07:07:27,"Внимание-внимание! Это не учебная тревога, а учебный конкурс от VK Team и VK Education!  🔹 Мы решили разыграть целый мешок призов — умную колонку с Марусей, промокоды на Облако Mail и классный мерч от VK.   🔹 А заодно хотим узнать, кого больше среди наших подписчиков — тех, кто любит учиться новому, или тех, кто обожает делиться знаниями?  Для участия в розыгрыше сделайте три простых шага: 🔹 Поставьте реакцию к посту: ✍️ — если больше любите узнавать новое, или 👨🏼‍💻 — если любите делиться своими знаниями. 🔹 Проверьте, что вы подписаны на каналы VK Education и VK Team. 🔹 Нажмите кнопку «Участвовать».  Информацию об организаторе, правилах и призах ищите по ссылке, а за итогами розыгрыша приходите 3 июля — подведём их в этом посте.",2050
2025-06-27 07:07:20,"VK Education и VK Team запустили конкурс для тех, кто любит учить и учиться, и разыгрывают кучу классного мерча от VK!  Пост с правилами и условиями ниже, погнали участвовать 👇  Реклама",2388
2025-06-26 16:03:42,"Junior тестировщик  Компания: Доктор Веб З/П: не указана Формат работы: Питер Источник вакансии: HH  Вам предстоит: - заниматься ручным тестированием антивирусных продуктов и их компонентов; - составлять и поддерживать в актуальном состоянии тест-кейсы; - фиксировать ошибки в багтрекере, контролировать процесс исправления; - помогать технической поддержке компании в разборе сложных кейсов пользователей.  Мы ожидаем, что Вы: - Знаете и понимаете процессы тестирования и разработки программного обеспечения; - Знаете ОС семейства Windows на уровне продвинутого пользователя (что такое процессы, реестр, понимаете, как работает сеть и сможете посмотреть IP адреса компьютера, расскажете нам о протоколе TCP/IP); - Составляли тестовую документацию (чек-листы, тест-кейсы, тест-планы, тест-репорты); - Умеете анализировать информацию и хотите развиваться в сфере тестирования.  Будет плюсом: - опыт работы с виртуальными машинами (VirtualBox, VMWare); - знакомство с утилитами SysInternals (Process Monitor, Process Explorer, ProcDump); - понимание основ сетей.  Мы предлагаем: - Официальное трудоустройство в аккредитованной Минцифры IT-компании; - Современный офис на Петроградской стороне; - Работу в офисе, гибкое начало рабочего дня;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2605
2025-06-26 12:33:06,"Junior project manager  Компания: ЭДУТЕХ ГРУПП З/П: до 80 000₽ Формат работы: Моска Источник вакансии: HH  Какие будут задачи: - Ведение отчетности на проектах; - Общение с клиентом и подрядчиками; - Взаимодействие с командой дизайна и редакцией  Что хотим видеть: - Наличие опыта в качестве стажера/ассистента/младшего специалиста в рекламном агентстве  Мы предлагаем: - Уютный офис в самом центре Москвы, рядом с метро «Белорусская» с двумя летними верандами, где летом проводим йогу и зарядку;  -Всё необходимое для отдыха и обеда, включая фрукты; - Профессиональный рост и развитие вместе с быстрорастущей компанией;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2497
2025-06-26 10:03:01,"Как frontend-разработчику получить оффер в Bigtech?  Ты вроде бы уже не джун, но всё равно чувствуешь, что топчешься на месте? Рынок перегрет, требований всё больше, а откликов — всё меньше? На собесах валят на алгоритмах или просят ""нарисовать"" архитектуру, как будто ты ведущий.   При этом вокруг кто-то постоянно получает офферы в Яндекс или VK, а у тебя не получается даже дойти до финального этапа? Хочется стабильности, интересных задач и наконец-то попасть в сильную команду...  Меня зовут Тихон, привет! Я — действующий Frontend-разработчик и ментор. Помогаю устроиться на хорошие позиции в Bigtech и сопровождаю на испытательном сроке.  В своем канале: 👉 публикую видео с решением задач, которые прямо сейчас дают крупные компании на собеседованиях 👉даю примеры по прохождению собеседований 👉разбираю резюме и докручиваю резюме подписчиков 👉и просто создаю дружелюбное, комфортное сообщество, где коллеги всегда готовы подсказать и поддержать  🎁В закрепе тебя ждёт подборка из 60 задач, которые сейчас дают на собеседованиях Яндекс, Т-Банк и другие крупные IT игроки.   Подписывайся и получай максимум пользы, а нас уже больше 2000 🤓: https://t.me/+reP2YE-ZsIw4OWU6   Реклама, ИП Галактионов Тихон Витальевич, инн: 771618975809, erid: 2W5zFJt7bGL",2299
2025-06-26 08:03:01,"Junior Rust Developer  Компания: Разумные Технологии Безопасности З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Разработка компонентов продукта на языке Rust; - Написание тестов к разработанному коду; - Первичное ручное тестирование своего кода; - Написание документации к реализованному функционалу; - Работа с системами контроля версий (Git); - Взаимодействие с командой для доработки и проверки решений.  Требования: - Знание языка Rust (или активное изучение на хорошем уровне); - Знание низкоуровневых языков программирования (C/C++); - Понимание основ работы операционных систем Linux; - Английский язык на уровне чтения технической документации; - Самостоятельность, внимательность к деталям, ответственность.  Будет плюсом: - Знание eBPF, опыт работы с сетевыми протоколами и безопасностью; - Опыт работы с PostgreSQL, ClickHouse, Kafka; - Понимание архитектуры контейнерных сред (Docker, Kubernetes).  Мы предлагаем: - Работу в аккредитованной IT-компании; - Официальное трудоустройство с первого дня; - Гибкое начало рабочего дня (с 9:00 до 11:00); - Формат работы на выбор – офис, гибрид или удалёнка; - Участие в крупнейших конференциях для ИБ-компаний; - Обучение и развитие за счёт компании;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2242
2025-06-25 12:33:06,"Junior crm маркетолог  Компания: Газпром З/П: не укаана Формат работы: Питер Источник вакансии: HH  Чем предстоит заниматься: - Проводить анализ бизнес-процессов и описывать в нотации BPMN - Выявлять области для улучшения эффективности и оптимизации бизнес-процессов - Работать с нечеткими требованиями и гипотезами Продукт оунеров для разработки новых продуктов и функциональности действующих проектов - Собирать и анализировать данные, разрабатывать рекомендации по улучшению бизнес-моделей и стратегий - Взаимодействовать с командами по разработке, маркетингу в целях выявления потребностей и разработки новых продуктов - Подготавливать аналитические отчеты и презентации для руководства компании - Обучать и консультировать сотрудников по вопросам бизнес-аналитики и оптимизации процессов  Что для нас важно: - Опыт работы бизнес-аналитиком - Gонимание бизнес-процессов и умение выявлять проблемные области - Опыт работы с описанием бизнес-процессов в нотации BPMN - Аналитическое мышление и умение принимать решения на основе данных - Коммуникативные навыки и умение работать в команде  Что мы предлагаем: - График 5/2 с 09:00 до 18:00, по договоренности с руководителем начало рабочего дня возможно сдвинуть +/— на 1 час.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2343
2025-06-25 08:03:01,"Junior DevOps-инженер  Компания: Git in Sky З/П: до 145 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Сопровождение ИТ инфраструктур клиентов. - Возможно внедрять импортозамещающие решениия. - Наведение порядка, документирование, установка обновлений. - Развертывание систем мониторинга и резервного копирования. - Планирование проведение внедрения импортозамещающих решений, реализация переходных решений, взаимодействие с техподдержкой вендоров. - Работы с оборудованием: решение сетевых проблем, выявление проблем быстродействия, подготовка рекомендаций по апгрейду.  Вы будете: - Работать в команде инженеров, ежедневно писать на Ansible и обсуждать код. - Поддерживать интересные и сложные инфраструктуры разных проектов. - Инструментировать приложения и проводить нагрузочные тесты. - Работать над непрерывными процессами мониторинга, обеспечения безопасности и резервного копирования. - Выстраивать процессы Continuous Integration на Gitlab-CI и других CI. - Глубоко погружаться в отдельные направления, такие как администрирование высоконагруженных баз данных, маршрутизация трафика в WEB приложениях, системная безопасность и форензика, защита от DDOS, отказоустойчивость и высокая доступность критичных систем и сервисов, микросервисная архитектура k8s и многие другие.  Вы НЕ будете: - Соприкасаться с бюрократией и аристократией; - Ограничиваться в выборе решений и в своем развитии;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2266
2025-06-24 16:03:02,"Junior маркетолог  Компания: LJT таргет З/П: от 20 000 до 50 000₽ Формат работы: Удалённо Источник вакансии: HH  Тебе к нам, если: - Знаешь основы маркетинга (хотя бы на уровне «что такое ЦА и KPI»). - Готов разбираться в закупе каналов, анализировать данные и искать лучшие варианты. - Умеешь или хочешь научиться делать креативы (Canva — твой друг). - Любишь Telegram и понимаешь, как тут всё устроено. - Хочешь развиваться в команде, где ценят инициативу и новые идеи.  Что предстоит делать: - Искать и отбирать каналы для закупа. - Готовить креативы для рекламных интеграций. - Анализировать результаты закупа и предлагать улучшения. - Планировать рекламные кампании в Telegram. - Помогать в развитии крупных проектов.  Что мы предлагаем: - Удалёнку с гибким графиком (но полный день). - Старт от 20 000 руб. + мотивация (чем лучше результат — тем выше доход). - Возможность быстро расти до middle-уровня.;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2502
2025-06-24 12:33:06,"Junior рекрутер  Компания: Bellerage З/П: не укаана Формат работы: Удалённо Источник вакансии: HH  Будущие задачи: - Поиск релевантных кандидатов в сферы корпоративных финансов, аудита и юриспруденции в открытых источниках; - Мэппинг; - Первичный телефонный скрининг и приглашение на интервью.  Мы ожиданием: - Высшее образование (экономическое или техническое будет плюсом); - Хорошие коммуникации, ориентированность на результат, умение работать в режиме многозадачности; - Готовность к интенсивному режиму и высокой скорости работы.  Мы предлагаем: - Финансовое благополучие: полностью белая заработная плата и официальное оформление. - Удобный офис в историческом районе с развитой инфраструктурой, в шаговой доступности от метро: Добрынинская / Серпуховская / Павелецкая. - Технологичное рабочее место: 2+ монитора, многофункциональный портал собственной разработки, собственная система обслуживания баз данных, сильная ИТ-инфраструктура, intel 10+, nvme ssd, 32gb ram. - Обучение и развитие: внутренние и внешние тренинги, компенсация обучения, участие в конференциях, корпоративная база знаний, скидки на изучение английского языка.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2387
2025-06-24 08:52:26,"Junior crm маркетолог  Компания: Газпром З/П: не укаана Формат работы: Питер Источник вакансии: HH  Чем предстоит заниматься: - Проводить анализ бизнес-процессов и описывать в нотации BPMN - Выявлять области для улучшения эффективности и оптимизации бизнес-процессов - Работать с нечеткими требованиями и гипотезами Продукт оунеров для разработки новых продуктов и функциональности действующих проектов - Собирать и анализировать данные, разрабатывать рекомендации по улучшению бизнес-моделей и стратегий - Взаимодействовать с командами по разработке, маркетингу в целях выявления потребностей и разработки новых продуктов - Подготавливать аналитические отчеты и презентации для руководства компании - Обучать и консультировать сотрудников по вопросам бизнес-аналитики и оптимизации процессов  Что для нас важно: - Опыт работы бизнес-аналитиком - Gонимание бизнес-процессов и умение выявлять проблемные области - Опыт работы с описанием бизнес-процессов в нотации BPMN - Аналитическое мышление и умение принимать решения на основе данных - Коммуникативные навыки и умение работать в команде  Что мы предлагаем: - График 5/2 с 09:00 до 18:00, по договоренности с руководителем начало рабочего дня возможно сдвинуть +/— на 1 час.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2441
2025-06-23 12:33:01,"Junior тестировщик  Компания: Доктор Веб З/П: не указана Формат работы: Питер Источник вакансии: HH  Вам предстоит: - заниматься ручным тестированием антивирусных продуктов и их компонентов; - составлять и поддерживать в актуальном состоянии тест-кейсы; - фиксировать ошибки в багтрекере, контролировать процесс исправления; - помогать технической поддержке компании в разборе сложных кейсов пользователей.  Мы ожидаем, что Вы: - Знаете и понимаете процессы тестирования и разработки программного обеспечения; - Знаете ОС семейства Windows на уровне продвинутого пользователя (что такое процессы, реестр, понимаете, как работает сеть и сможете посмотреть IP адреса компьютера, расскажете нам о протоколе TCP/IP); - Составляли тестовую документацию (чек-листы, тест-кейсы, тест-планы, тест-репорты); - Умеете анализировать информацию и хотите развиваться в сфере тестирования.  Будет плюсом: - опыт работы с виртуальными машинами (VirtualBox, VMWare); - знакомство с утилитами SysInternals (Process Monitor, Process Explorer, ProcDump); - понимание основ сетей.  Мы предлагаем: - Официальное трудоустройство в аккредитованной Минцифры IT-компании; - Современный офис на Петроградской стороне; - Работу в офисе, гибкое начало рабочего дня;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2452
2025-06-23 08:03:06,"Junior project manager  Компания: ЭДУТЕХ ГРУПП З/П: до 80 000₽ Формат работы: Моска Источник вакансии: HH  Какие будут задачи: - Ведение отчетности на проектах; - Общение с клиентом и подрядчиками; - Взаимодействие с командой дизайна и редакцией  Что хотим видеть: - Наличие опыта в качестве стажера/ассистента/младшего специалиста в рекламном агентстве  Мы предлагаем: - Уютный офис в самом центре Москвы, рядом с метро «Белорусская» с двумя летними верандами, где летом проводим йогу и зарядку;  -Всё необходимое для отдыха и обеда, включая фрукты; - Профессиональный рост и развитие вместе с быстрорастущей компанией;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2698
2025-06-20 13:33:06,"Junior Python Developer  Компания: Арелаг консалт З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Опыт работы: - с Python фреймворками асинхронными и синхронными (Django/FastAPI / Flask); - с Python Core и встроенной библиотекой; - с асинхронным программированием (AsyncIO); - с написанием юнит-тестов; - с ORM, SQLAlchemy, DjangoORM; - в написании SQL запросов; - с Pydantic или Marshmellow; - с SQL базами данных (PostgreSQL); - с Kafka / RabbitMQ; - с No-SQL хранилищами (MongoDB, DynamoDB, Redis); - с облачными сервисами (AWS / Azure / GСP); - с Docker; - с Pytest. - с GNU/linux; Знание принципов CI/CD; Английский B1 и выше.  Будет плюсом: - комерческий опытж; - знание JS (React, Angular, Vue); - знание Kubernetes (K8S);  Условия работы: -Удаленная работа -Обмен опытом и поддержка от опытных разработчиков -Защищённая от инфляции заработная плата  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2934
2025-06-20 10:38:40,"Junior маркетолог  Компания: CORE.XP З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Ключевые задачи: - Разработка стратегии email, SMS, WhatsApp, Telegram-рассылок - Написание текстов, подбор визуального контента, анализ метрик (OR, CTR, CR). - Работа с классифайдами (досками объявлений): размещение и обновление объявлений (Авито, Циан, Яндекс Недвижимость, Prian и др.); тестирование форматов, настройка коллтрекинга, анализ входящих лидов - Создание текстового, фото- и видеоконтента (с использованием ИИ или вручную) - Разработка прототипов (Figma/Webflow/Tilda). - Самостоятельное создание и верстка страниц на Tilda и наполнения контентом (тексты, фото, видео) - Интеграция лид-форм и квизов, посадочных страниц с Calltouch, Roistat, CRM самостоятельно или с привлечением IT - специалиста - Сбор данных, анализ эффективности, формирование рекомендаций - Подготовка еженедельной и ежемесячной отчетности  Каким мы видим подходящего кандидата: - Базовые знания маркетинговых метрик и инструментов, опыт стажировки или работы от 6 месяцев - Коммуникационные навыки и умение работать с разными командами - Готовность к работе в режиме многозадачности и соблюдению дедлайнов - Внимательность к деталям, грамотность и аккуратность в работе с данными - Креативное мышление и поиск нестандартных решений  Что мы предлагаем: - Гибкие условия формата работы: Если вы живете в Москве - то 1 месяц работа в офисе, далее гибрид с посещением офиса 2-3 раза в неделю Если вы проживаете не в Москве, то есть возможность рассмотреть удаленный или гибридный формат работы - Комфортный офис в 2 минутах пешком от м. Москва-Сити (БЦ ""ОКО"") - Официальная ""белая"" заработная плата (обсуждается на этапе собеседования)  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2694
